模型名称,ID,聚类ID,sample_pick_order,被理解感,情绪缓解感,个性化贴合度,交流舒适度,识别层评分,理解层评分,行动层评分,主观评分均值
glm-4-plus,271806130001,271806130001,95,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
glm-4-plus,64028102001,64028102001,96,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
glm-4-plus,280154302001,280154302001,71,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
glm-4-plus,124099315002,124099315002,92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
glm-4-plus,281116308001,281116308001,97,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
glm-4-plus,275559318001,275559318001,98,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
glm-4-plus,65546119001,65546119001,99,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
glm-4-plus,205304101002,205304101002,100,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
glm-4-plus,241116332002,241116332002,101,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.25
glm-4-plus,110131213002,110131213002,103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
glm-4-plus,241116221001,241116221001,105,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.5
glm-4-plus,275559328001,275559328001,106,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
glm-4-plus,54054108002,54054108002,107,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.5
glm-4-plus,154044310001,154044310001,108,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
glm-4-plus,270402209001,270402209001,109,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0
glm-4-plus,58202220001,58202220001,110,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
glm-4-plus,65546218001,65546218001,111,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.25
glm-4-plus,138202135001,138202135001,112,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
glm-4-plus,112744316002,112744316002,113,,,,,1.0,1.0,2.0,
glm-4-plus,74057123001,74057123001,114,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
glm-4-plus,10206323002,10206323002,115,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5
glm-4-plus,74002116002,74002116002,116,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.25
glm-4-plus,241116304002,241116304002,117,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
glm-4-plus,142403341002,142403341002,118,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
glm-4-plus,56604129001,56604129001,119,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
glm-4-plus,72428222002,72428222002,120,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.25
glm-4-plus,141154304002,141154304002,121,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.75
glm-4-plus,294099231003,294099231003,122,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
glm-4.7-flash,57457126001,57457126001,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
glm-4.7-flash,175531118001,175531118001,4,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.25
glm-4.7-flash,14643113001,14643113001,5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
glm-4.7-flash,64604125002,64604125002,11,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
glm-4.7-flash,161159310001,161159310001,12,2.0,2.0,2.0,3.0,0.0,0.0,2.0,2.25
glm-4.7-flash,291676308001,291676308001,17,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.25
glm-4.7-flash,154058307002,154058307002,20,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.5
glm-4.7-flash,207406312001,207406312001,21,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.25
glm-4.7-flash,154044202001,154044202001,22,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
glm-4.7-flash,211176334001,211176334001,26,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.25
glm-4.7-flash,14031307002,14031307002,27,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
glm-4.7-flash,200104317001,200104317001,29,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.75
glm-4.7-flash,105102322002,105102322002,31,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.5
glm-4.7-flash,64028317002,64028317002,36,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.25
glm-4.7-flash,56302330002,56302330002,16,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.5
glm-4.7-flash,211176105002,211176105002,34,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
glm-4.7-flash,241116202002,241116202002,35,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0
glm-4.7-flash,202454131002,202454131002,40,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.25
glm-4.7-flash,153859115002,153859115002,41,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.75
glm-4.7-flash,64028310001,64028310001,42,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
glm-5-2-260617,57457126001,57457126001,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
glm-5-2-260617,75376243001,75376243001,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
glm-5-2-260617,324078110002,324078110002,3,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
glm-5-2-260617,175531118001,175531118001,4,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.75
glm-5-2-260617,14643113001,14643113001,5,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.25
glm-5-2-260617,111154127001,111154127001,6,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.25
glm-5-2-260617,338231328001,338231328001,7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
glm-5-2-260617,51606117001,51606117001,8,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.75
glm-5-2-260617,324045114001,324045114001,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,18206219002,18206219002,10,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0
glm-5-2-260617,64604125002,64604125002,11,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
glm-5-2-260617,161159310001,161159310001,12,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
glm-5-2-260617,281104130001,281104130001,13,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.25
glm-5-2-260617,134902123001,134902123001,14,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
glm-5-2-260617,122490220001,122490220001,15,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.75
glm-5-2-260617,56302330002,56302330002,16,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,291676308001,291676308001,17,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
glm-5-2-260617,75504213002,75504213002,18,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.25
glm-5-2-260617,184037213001,184037213001,19,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,154058307002,154058307002,20,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.75
glm-5-2-260617,207406312001,207406312001,21,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,154044202001,154044202001,22,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.25
glm-5-2-260617,266059222001,266059222001,23,2.0,2.0,3.0,3.0,0.0,2.0,2.0,2.5
glm-5-2-260617,30476124001,30476124001,24,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,135559225002,135559225002,25,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,211176334001,211176334001,26,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.25
glm-5-2-260617,14031307002,14031307002,27,2.0,2.0,3.0,3.0,0.0,2.0,2.0,2.5
glm-5-2-260617,280154309002,280154309002,28,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0
glm-5-2-260617,200104317001,200104317001,29,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.25
glm-5-2-260617,34043224002,34043224002,30,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0
glm-5-2-260617,105102322002,105102322002,31,2.0,2.0,2.0,3.0,0.0,1.0,2.0,2.25
glm-5-2-260617,105102306002,105102306002,32,2.0,2.0,2.0,3.0,0.0,0.0,0.0,2.25
glm-5-2-260617,134902216001,134902216001,33,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
glm-5-2-260617,211176105002,211176105002,34,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.25
glm-5-2-260617,241116202002,241116202002,35,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
glm-5-2-260617,64028317002,64028317002,36,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.75
glm-5-2-260617,64028314002,64028314002,37,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
glm-5-2-260617,14051113002,14051113002,61,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
glm-5-2-260617,266306205002,266306205002,38,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.25
glm-5-2-260617,57633243002,57633243002,39,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,202454131002,202454131002,40,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.5
glm-5-2-260617,153859115002,153859115002,41,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.25
glm-5-2-260617,64028310001,64028310001,42,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0
glm-5-2-260617,158278201002,158278201002,43,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
glm-5-2-260617,150478205001,150478205001,44,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0
glm-5-2-260617,281104122003,281104122003,45,2.0,2.0,3.0,2.0,0.0,1.0,2.0,2.25
glm-5-2-260617,110131321002,110131321002,46,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
glm-5-2-260617,298245106002,298245106002,47,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,266059305001,266059305001,48,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.75
glm-5-2-260617,54054110001,54054110001,49,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
glm-5-2-260617,338231202001,338231202001,50,2.0,3.0,3.0,3.0,0.0,0.0,0.0,2.75
glm-5-2-260617,10206118001,10206118001,51,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0
glm-5-2-260617,244676309001,244676309001,52,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0
glm-5-2-260617,10233105002,10233105002,53,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
glm-5-2-260617,320146222002,320146222002,54,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.75
glm-5-2-260617,280154108002,280154108002,55,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0
glm-5-2-260617,294099132002,294099132002,56,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
glm-5-2-260617,151156320002,151156320002,57,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
glm-5-2-260617,296081302001,296081302001,58,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
glm-5-2-260617,65546103002,65546103002,59,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,154058321002,154058321002,60,2.0,2.0,2.0,3.0,0.0,1.0,1.0,2.25
glm-5-2-260617,75504205002,75504205002,62,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
glm-5-2-260617,154628117001,154628117001,63,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
glm-5-2-260617,162431111003,162431111003,64,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
glm-5-2-260617,320146132002,320146132002,65,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
glm-5-2-260617,205304214001,205304214001,67,2.0,2.0,2.0,3.0,0.0,0.0,0.0,2.25
glm-5-2-260617,204028208001,204028208001,68,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.5
glm-5-2-260617,122490104002,122490104002,69,2.0,3.0,3.0,3.0,,,,2.75
glm-5-2-260617,30476203001,30476203001,70,2.0,2.0,2.0,3.0,0.0,0.0,2.0,2.25
glm-5-2-260617,280154302001,280154302001,71,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.75
glm-5-2-260617,108206101002,108206101002,72,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
glm-5-2-260617,56346322001,56346322001,73,3.0,3.0,3.0,3.0,0.0,2.0,1.0,3.0
glm-5-2-260617,135559225002,135559225002,74,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.75
glm-5-2-260617,138202125002,138202125002,75,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0
glm-5-2-260617,60440205001,60440205001,76,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.5
glm-5-2-260617,141154325001,141154325001,77,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
glm-5-2-260617,74631307001,74631307001,78,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
glm-5-2-260617,280154331001,280154331001,79,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.75
glm-5-2-260617,321116113001,321116113001,80,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
glm-5-2-260617,116006312001,116006312001,81,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,184037219001,184037219001,82,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.5
glm-5-2-260617,64033334001,64033334001,83,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,150478210001,150478210001,84,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0
glm-5-2-260617,151156311001,151156311001,85,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.75
glm-5-2-260617,271806118001,271806118001,86,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
glm-5-2-260617,60481225002,60481225002,87,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.25
glm-5-2-260617,141154206002,141154206002,88,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.25
glm-5-2-260617,104004221001,104004221001,66,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
glm-5-2-260617,94004111001,94004111001,89,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.25
glm-5-2-260617,326359105002,326359105002,90,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
glm-5-2-260617,202454134001,202454134001,91,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.25
glm-5-2-260617,124099315002,124099315002,92,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
glm-5-2-260617,134004112002,134004112002,93,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.25
glm-5-2-260617,275559307001,275559307001,94,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.75
glm-5-2-260617,271806130001,271806130001,95,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.25
glm-5-2-260617,64028102001,64028102001,96,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0
glm-5-2-260617,281116308001,281116308001,97,2.0,2.0,3.0,3.0,0.0,0.0,2.0,2.5
glm-5-2-260617,275559318001,275559318001,98,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
glm-5-2-260617,65546119001,65546119001,99,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
moonshot-v1-8k,57457126001,57457126001,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,75376243001,75376243001,2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
moonshot-v1-8k,324078110002,324078110002,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,175531118001,175531118001,4,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.75
moonshot-v1-8k,14643113001,14643113001,5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
moonshot-v1-8k,111154127001,111154127001,6,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,338231328001,338231328001,7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,51606117001,51606117001,8,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.5
moonshot-v1-8k,324045114001,324045114001,9,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
moonshot-v1-8k,18206219002,18206219002,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
moonshot-v1-8k,64604125002,64604125002,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,161159310001,161159310001,12,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
moonshot-v1-8k,281104130001,281104130001,13,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,134902123001,134902123001,14,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.75
moonshot-v1-8k,122490220001,122490220001,15,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.25
moonshot-v1-8k,56302330002,56302330002,16,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,291676308001,291676308001,17,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,75504213002,75504213002,18,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,184037213001,184037213001,19,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
moonshot-v1-8k,154058307002,154058307002,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,207406312001,207406312001,21,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,154044202001,154044202001,22,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,266059222001,266059222001,23,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,30476124001,30476124001,24,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,135559225002,135559225002,25,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,211176334001,211176334001,26,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,14031307002,14031307002,27,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
moonshot-v1-8k,280154309002,280154309002,28,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
moonshot-v1-8k,200104317001,200104317001,29,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
moonshot-v1-8k,34043224002,34043224002,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,105102322002,105102322002,31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,105102306002,105102306002,32,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.25
moonshot-v1-8k,134902216001,134902216001,33,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
moonshot-v1-8k,64028314002,64028314002,37,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.5
moonshot-v1-8k,266306205002,266306205002,38,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.5
moonshot-v1-8k,57633243002,57633243002,39,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,202454131002,202454131002,40,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
moonshot-v1-8k,153859115002,153859115002,41,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.25
moonshot-v1-8k,64028310001,64028310001,42,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,158278201002,158278201002,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,150478205001,150478205001,44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,281104122003,281104122003,45,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.5
moonshot-v1-8k,110131321002,110131321002,46,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
moonshot-v1-8k,266059305001,266059305001,48,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.25
moonshot-v1-8k,54054110001,54054110001,49,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
moonshot-v1-8k,338231202001,338231202001,50,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0
moonshot-v1-8k,10206118001,10206118001,51,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.5
moonshot-v1-8k,244676309001,244676309001,52,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,10233105002,10233105002,53,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
moonshot-v1-8k,320146222002,320146222002,54,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
moonshot-v1-8k,280154108002,280154108002,55,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
moonshot-v1-8k,294099132002,294099132002,56,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,151156320002,151156320002,57,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.25
moonshot-v1-8k,211176105002,211176105002,34,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
moonshot-v1-8k,241116202002,241116202002,35,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.75
moonshot-v1-8k,64028317002,64028317002,36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,298245106002,298245106002,47,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,296081302001,296081302001,58,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.75
moonshot-v1-8k,65546103002,65546103002,59,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,154058321002,154058321002,60,1.0,1.0,1.0,1.0,,,,1.0
moonshot-v1-8k,14051113002,14051113002,61,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
moonshot-v1-8k,75504205002,75504205002,62,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,154628117001,154628117001,63,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
moonshot-v1-8k,162431111003,162431111003,64,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
moonshot-v1-8k,108206101002,108206101002,72,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
moonshot-v1-8k,56346322001,56346322001,73,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.25
moonshot-v1-8k,135559225002,135559225002,74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,138202125002,138202125002,75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,60440205001,60440205001,76,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,141154325001,141154325001,77,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,74631307001,74631307001,78,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,280154331001,280154331001,79,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,321116113001,321116113001,80,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
moonshot-v1-8k,116006312001,116006312001,81,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
moonshot-v1-8k,184037219001,184037219001,82,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
moonshot-v1-8k,64033334001,64033334001,83,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,150478210001,150478210001,84,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
moonshot-v1-8k,151156311001,151156311001,85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,271806118001,271806118001,86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,60481225002,60481225002,87,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
moonshot-v1-8k,141154206002,141154206002,88,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,94004111001,94004111001,89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,326359105002,326359105002,90,1.0,1.0,1.0,1.0,,,,1.0
moonshot-v1-8k,202454134001,202454134001,91,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
moonshot-v1-8k,124099315002,124099315002,92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,134004112002,134004112002,93,,,,,0.0,0.0,1.0,
moonshot-v1-8k,275559307001,275559307001,94,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,271806130001,271806130001,95,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,64028102001,64028102001,96,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
moonshot-v1-8k,281116308001,281116308001,97,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,275559318001,275559318001,98,1.0,2.0,1.0,2.0,2.0,0.0,2.0,1.5
moonshot-v1-8k,65546119001,65546119001,99,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.25
moonshot-v1-8k,205304101002,205304101002,100,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
moonshot-v1-8k,241116332002,241116332002,101,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
moonshot-v1-8k,320146132002,320146132002,65,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
moonshot-v1-8k,104004221001,104004221001,66,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
moonshot-v1-8k,205304214001,205304214001,67,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
moonshot-v1-8k,204028208001,204028208001,68,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0
moonshot-v1-8k,122490104002,122490104002,69,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
moonshot-v1-8k,30476203001,30476203001,70,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
moonshot-v1-8k,280154302001,280154302001,71,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.25
moonshot-v1-8k,64033129001,64033129001,102,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,110131213002,110131213002,103,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
moonshot-v1-8k,262728314002,262728314002,104,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
moonshot-v1-8k,241116221001,241116221001,105,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
moonshot-v1-8k,275559328001,275559328001,106,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
moonshot-v1-8k,54054108002,54054108002,107,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,154044310001,154044310001,108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
moonshot-v1-8k,270402209001,270402209001,109,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
moonshot-v1-8k,58202220001,58202220001,110,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
